sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,state,race,math_score,reading_score,writing_score,attendance_rate,suspensions,expulsions,teacher_support,counseling,social_worker_visits,parental_involvement
F,16,U,LE3,T,1,0,health,services,other,1,2,2,yes,yes,yes,yes,no,no,yes,no,2,5,4,5,5,3,77,Texas,Hispanic,96,40,30,74.39,2,1,yes,yes,3,high
M,19,R,LE3,T,3,3,health,other,mother,3,4,4,no,yes,yes,no,yes,yes,yes,yes,2,1,3,3,1,2,47,California,Hispanic,4,0,38,73.92,2,0,no,yes,1,high
M,18,U,GT3,T,2,2,other,services,father,2,4,4,no,yes,no,no,yes,yes,yes,no,1,5,5,3,4,4,13,California,African American,65,63,80,93.75,0,0,no,yes,4,high
M,19,R,GT3,A,0,3,teacher,at_home,other,1,3,1,yes,no,no,yes,no,no,yes,yes,1,5,1,3,4,3,26,Florida,African American,8,11,44,93.84,0,0,yes,yes,2,low
M,17,U,LE3,A,4,3,teacher,teacher,mother,4,4,3,yes,no,yes,no,no,no,yes,no,2,5,3,3,3,4,78,Florida,Other,40,22,48,90.42,0,1,yes,no,1,low
F,16,R,LE3,T,2,1,services,teacher,other,3,4,1,no,yes,no,yes,no,yes,yes,no,5,2,3,1,1,1,14,Texas,Asian,24,0,62,82.32,3,1,no,no,2,low
F,19,U,LE3,T,4,1,health,other,father,3,4,1,yes,no,no,yes,yes,yes,no,no,5,5,5,3,3,1,10,Texas,Other,83,94,56,87.21,1,1,no,no,2,medium
F,17,U,LE3,T,0,4,services,teacher,other,1,4,4,no,yes,yes,yes,no,yes,yes,no,1,3,4,3,1,3,13,California,Asian,74,24,77,88.45,2,0,yes,yes,2,high
F,19,R,LE3,A,4,1,services,at_home,other,1,3,4,no,no,no,yes,no,no,no,yes,3,3,3,2,4,2,35,Florida,White,11,37,91,90.37,1,0,no,no,2,high
M,18,R,GT3,T,3,3,teacher,services,other,1,4,4,yes,yes,yes,yes,no,yes,no,yes,4,1,5,3,2,3,49,Florida,African American,64,3,21,77.01,0,0,no,no,4,medium
F,18,U,GT3,T,0,1,services,services,other,1,3,4,yes,yes,no,no,no,no,yes,no,2,4,4,3,2,1,77,Florida,Other,87,42,7,85.47,3,0,yes,yes,2,medium
M,18,R,LE3,A,4,1,health,teacher,father,4,1,4,yes,yes,yes,no,yes,yes,yes,yes,3,2,2,1,1,4,58,Texas,African American,80,89,0,99.95,1,1,no,yes,3,low
F,18,U,GT3,T,3,4,services,at_home,father,3,1,2,no,no,yes,no,no,yes,no,yes,4,1,3,5,3,4,36,Texas,African American,15,60,55,75.28,3,0,yes,no,4,medium
M,15,U,LE3,T,1,2,other,other,father,2,2,4,yes,yes,no,no,yes,no,yes,yes,3,1,5,1,2,4,48,Florida,Asian,54,31,10,72.33,0,1,yes,yes,4,low
F,17,R,GT3,A,4,4,other,teacher,father,4,2,1,no,no,no,yes,no,no,yes,yes,2,3,1,3,3,3,35,Florida,Hispanic,37,27,58,72.08,1,1,yes,yes,0,medium
F,17,U,LE3,A,3,4,other,health,mother,3,2,4,no,yes,yes,yes,yes,no,no,yes,2,3,2,1,1,5,85,California,Hispanic,42,32,28,90.01,2,1,yes,yes,2,medium
F,18,U,GT3,A,0,3,health,at_home,other,1,4,4,no,no,yes,yes,yes,yes,yes,no,3,4,2,1,1,4,49,Florida,African American,7,26,78,94.44,1,1,no,yes,1,high
M,15,R,GT3,A,3,3,teacher,teacher,other,1,1,4,no,yes,no,yes,no,yes,no,no,2,3,2,3,4,2,80,Florida,Other,52,0,72,77.12,2,1,no,yes,4,medium
M,18,U,LE3,A,0,0,at_home,health,other,4,3,2,yes,yes,no,yes,no,no,no,no,2,1,5,5,3,3,14,Texas,Other,60,7,16,71.03,0,0,no,yes,0,medium
F,15,U,GT3,T,3,2,teacher,at_home,mother,1,1,4,no,yes,yes,yes,yes,yes,yes,no,3,5,2,5,4,4,58,Florida,Asian,87,84,26,91.44,1,1,no,no,1,medium
M,18,U,LE3,A,2,2,other,other,other,1,2,4,yes,yes,yes,no,yes,no,no,no,1,5,3,1,2,5,80,California,White,69,22,82,92.42,2,1,yes,yes,1,high
F,16,U,GT3,A,4,2,at_home,teacher,other,2,1,1,yes,no,yes,yes,yes,no,no,no,3,3,3,4,4,1,1,California,Other,45,31,98,77.91,3,1,yes,no,4,low
M,16,R,GT3,A,0,0,at_home,teacher,father,2,4,4,yes,yes,yes,no,no,yes,no,yes,2,3,3,4,2,3,88,Florida,White,8,2,66,70.45,2,0,yes,no,1,medium
M,19,R,GT3,T,0,2,other,teacher,other,2,2,4,no,no,yes,no,no,yes,no,yes,4,5,1,5,4,5,71,Florida,African American,66,43,41,93.99,2,0,no,yes,2,low
F,18,U,GT3,A,0,3,teacher,services,mother,2,2,1,yes,yes,yes,yes,no,no,no,no,1,2,4,5,3,1,62,Texas,Asian,99,53,53,80.83,1,1,no,yes,2,low
M,17,R,GT3,A,2,3,at_home,health,mother,1,4,4,yes,no,no,no,yes,no,no,no,3,3,4,5,4,3,57,Florida,Asian,22,5,39,85.59,0,1,yes,no,1,medium
F,19,U,LE3,T,0,2,health,health,father,2,1,1,yes,no,yes,no,no,no,yes,no,2,1,1,5,3,5,35,Florida,African American,30,69,82,97,2,1,no,yes,2,low
M,16,R,GT3,A,4,1,other,teacher,mother,3,3,4,yes,no,no,yes,yes,no,no,no,1,2,3,2,1,4,79,Florida,African American,33,48,86,76.17,3,0,yes,yes,2,low
M,18,U,GT3,A,2,2,services,services,mother,1,3,3,no,no,yes,no,yes,yes,no,yes,1,4,3,2,3,5,80,Florida,White,34,58,62,73.91,3,0,yes,no,4,high
M,19,R,GT3,A,2,4,health,at_home,mother,4,1,2,yes,no,yes,yes,no,yes,yes,no,3,2,4,5,3,5,51,Texas,Other,47,56,70,87.46,2,0,no,yes,0,low
M,18,U,GT3,A,1,3,services,services,mother,1,2,4,yes,no,no,no,no,yes,yes,yes,4,1,4,3,4,5,64,Texas,Other,80,88,7,89.98,1,0,no,yes,1,high
M,16,R,GT3,A,3,3,health,other,father,1,2,4,yes,no,yes,no,yes,no,yes,yes,3,5,5,1,2,1,85,Texas,Hispanic,20,60,68,81.81,2,0,no,yes,2,high
M,19,R,LE3,T,1,0,services,teacher,mother,4,4,1,no,yes,yes,no,yes,yes,no,no,4,5,5,4,4,2,67,Texas,White,66,55,92,70.96,3,0,no,yes,3,low
F,16,U,LE3,A,1,4,services,other,other,4,3,2,yes,no,no,yes,yes,yes,yes,yes,1,5,4,5,4,4,59,Florida,Asian,37,40,56,72.68,2,0,no,yes,0,low
F,15,R,LE3,T,3,4,health,at_home,father,2,2,4,yes,yes,yes,no,yes,no,no,yes,5,1,3,4,5,4,26,Texas,White,52,13,92,78.03,1,1,no,yes,3,medium
M,16,U,GT3,A,4,1,other,health,mother,4,4,2,yes,yes,yes,no,yes,yes,yes,no,4,4,4,4,5,4,20,California,White,34,82,62,76.61,0,1,no,yes,1,high
M,18,U,GT3,A,3,1,teacher,services,other,1,4,2,yes,yes,yes,yes,no,yes,yes,yes,2,3,3,1,1,2,67,Texas,African American,97,76,28,79.45,1,1,no,no,4,low
F,17,R,GT3,A,2,4,health,at_home,father,1,1,4,no,yes,no,no,yes,no,no,yes,3,4,5,2,3,4,86,Florida,African American,13,36,34,86.16,1,1,yes,no,4,high
F,16,U,GT3,A,2,1,at_home,health,mother,4,1,1,no,no,yes,no,no,no,yes,no,1,3,2,3,4,5,43,Texas,African American,79,40,52,71.68,1,1,yes,yes,0,medium
F,17,R,GT3,A,0,3,health,other,mother,3,1,1,yes,yes,yes,no,no,yes,no,yes,2,4,5,5,5,1,11,California,African American,57,29,22,76.79,1,1,no,yes,1,high
F,15,U,GT3,A,4,4,at_home,teacher,mother,2,3,2,no,yes,no,yes,no,no,no,yes,5,3,1,5,1,2,61,Texas,African American,67,91,11,94,2,0,yes,yes,2,medium
F,19,R,LE3,T,0,3,at_home,services,other,1,4,1,yes,no,no,yes,no,no,no,yes,2,5,5,4,1,5,52,Texas,White,72,41,16,75.05,0,0,no,no,1,medium
F,19,R,GT3,A,0,2,other,teacher,mother,3,1,2,no,yes,no,yes,yes,yes,no,no,1,5,3,3,1,5,9,California,African American,37,35,58,78.98,2,0,no,no,4,high
M,17,U,GT3,A,2,1,other,health,mother,1,1,3,no,no,yes,no,yes,yes,no,yes,3,1,5,5,3,1,29,Florida,Other,14,55,78,83.71,0,0,no,yes,3,low
M,19,U,GT3,A,2,2,teacher,teacher,other,3,3,1,yes,yes,yes,yes,no,yes,yes,no,2,1,4,5,3,4,70,California,Other,53,70,82,74.87,2,1,yes,yes,2,medium
M,16,R,GT3,T,3,0,services,other,mother,4,4,1,no,yes,no,no,yes,yes,no,yes,5,2,3,3,5,2,39,California,Hispanic,64,82,86,92.76,2,1,no,no,3,low
M,17,R,GT3,A,0,2,health,at_home,other,1,3,2,yes,no,yes,no,no,no,yes,no,1,5,1,4,4,4,70,Texas,Other,9,77,18,70.84,1,1,no,no,3,low
M,18,U,GT3,T,2,2,at_home,other,father,3,3,4,no,yes,no,no,no,no,no,yes,2,3,1,3,5,5,5,Texas,Hispanic,10,25,53,82.85,1,1,no,yes,3,low
M,16,U,LE3,A,0,1,services,at_home,father,4,2,3,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,5,4,43,Texas,Other,94,83,28,86.4,2,0,yes,no,2,low
M,16,U,LE3,A,2,3,at_home,health,mother,4,4,1,yes,yes,no,yes,no,no,yes,no,1,4,4,4,2,5,93,Florida,Asian,35,13,80,73.73,1,1,no,yes,4,medium
M,16,U,GT3,T,0,3,at_home,services,mother,4,3,1,yes,no,no,no,no,no,no,no,4,4,1,5,5,3,61,California,Hispanic,97,38,42,90.63,0,0,no,yes,4,low
F,18,U,GT3,A,0,4,other,services,father,3,1,2,yes,no,yes,yes,no,yes,no,yes,3,1,2,4,3,3,78,Florida,White,56,95,4,72.92,1,1,yes,yes,0,high
F,15,U,GT3,T,4,2,at_home,other,father,2,4,1,yes,no,no,yes,no,no,no,yes,3,1,1,1,2,3,69,Florida,African American,37,59,98,86.69,2,1,yes,no,3,medium
F,19,U,GT3,A,0,4,teacher,other,other,4,4,4,yes,yes,yes,no,no,no,yes,no,2,1,5,5,1,3,14,Florida,Hispanic,80,93,37,96.91,2,1,yes,no,3,high
F,17,U,LE3,T,3,1,services,services,mother,4,1,4,no,yes,no,no,yes,yes,yes,yes,1,1,1,4,3,5,78,Florida,Other,67,27,10,74.95,2,1,no,yes,0,medium
M,15,R,GT3,T,2,4,at_home,health,other,1,2,4,yes,yes,no,yes,yes,yes,yes,no,5,1,4,2,3,1,52,California,White,36,43,21,87.13,2,0,yes,yes,2,high
F,17,U,GT3,A,4,2,teacher,other,father,3,1,4,no,no,yes,no,yes,yes,no,yes,1,4,4,1,4,3,86,Texas,Other,17,44,65,94.73,0,1,yes,no,0,high
M,19,U,GT3,A,4,2,other,services,father,1,2,4,no,no,no,no,no,yes,yes,no,5,4,4,5,5,2,59,California,White,38,17,12,76.46,2,1,yes,yes,1,high
F,18,R,LE3,T,4,4,health,other,mother,3,1,1,no,yes,yes,yes,no,yes,yes,no,3,4,1,3,4,2,8,California,Other,35,29,25,70.57,1,0,no,no,2,medium
F,16,R,LE3,T,2,0,teacher,services,father,4,2,4,no,no,no,no,no,no,yes,yes,3,2,5,4,2,4,31,Texas,African American,39,69,36,70.64,2,0,yes,no,1,high
M,16,U,GT3,A,3,1,services,health,other,1,2,2,yes,yes,no,no,no,no,yes,yes,4,4,4,1,3,4,68,Florida,Asian,6,69,50,77.35,2,1,no,no,1,medium
M,18,U,GT3,T,1,3,services,other,mother,4,2,1,no,no,no,yes,no,yes,no,yes,3,3,1,2,2,2,36,Florida,Other,75,2,32,91.48,1,0,no,no,3,low
F,15,R,LE3,A,2,4,other,health,other,3,2,2,no,yes,yes,yes,yes,no,no,yes,5,2,4,5,1,2,20,Florida,Other,18,6,55,80.18,0,1,no,yes,2,low
F,15,U,GT3,A,0,3,services,other,mother,3,2,1,yes,yes,yes,yes,no,yes,yes,no,5,2,4,1,3,1,63,Texas,Hispanic,36,33,85,84.38,1,1,no,no,0,high
M,17,R,GT3,A,0,3,at_home,other,other,4,3,1,yes,yes,yes,yes,yes,no,no,no,1,5,4,1,2,2,0,California,African American,7,81,60,71.73,0,0,yes,no,4,high
M,18,U,LE3,T,0,4,health,other,father,1,1,3,no,no,no,yes,yes,no,yes,yes,4,4,3,3,3,5,70,Florida,White,73,64,6,96.44,3,0,yes,no,3,high
M,15,U,LE3,T,2,0,at_home,teacher,father,4,4,4,yes,no,no,no,no,no,yes,no,5,3,1,2,2,5,82,California,Hispanic,35,26,27,82.3,2,0,no,yes,4,low
M,18,R,LE3,T,2,1,teacher,at_home,mother,3,1,1,yes,yes,yes,yes,yes,yes,yes,no,3,1,3,4,1,2,13,Texas,African American,70,53,4,93.64,3,1,no,no,3,medium
F,19,U,GT3,T,2,2,teacher,other,father,3,4,1,no,no,yes,yes,no,no,yes,yes,3,5,1,1,3,1,5,California,African American,91,78,57,70.5,0,1,no,yes,1,medium
F,16,U,GT3,A,0,2,teacher,other,father,2,1,1,no,no,no,no,no,yes,yes,yes,3,5,4,1,3,1,58,Texas,Hispanic,40,42,32,90.99,2,0,yes,yes,4,medium
M,16,U,GT3,A,4,4,at_home,teacher,mother,4,1,1,yes,yes,yes,yes,yes,yes,no,no,3,5,2,5,3,4,71,California,White,42,23,65,85.04,3,1,yes,yes,2,medium
M,16,R,GT3,A,2,3,health,health,father,4,1,1,no,no,no,yes,no,no,yes,no,1,2,5,4,1,2,85,Texas,Asian,81,90,68,77.8,3,0,yes,no,2,high
M,18,R,GT3,T,4,4,health,other,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,3,5,1,3,61,Florida,Hispanic,36,61,86,91.47,3,1,no,no,2,high
M,18,R,LE3,T,0,1,teacher,teacher,father,2,1,1,yes,yes,yes,no,yes,no,yes,no,4,1,4,1,5,4,33,California,Other,64,92,86,84.71,0,1,no,no,2,low
F,17,R,GT3,A,1,4,other,services,father,2,3,2,yes,yes,yes,yes,yes,yes,no,yes,2,5,1,3,4,4,8,Florida,Asian,53,83,36,88.04,2,1,yes,yes,3,low
M,16,R,GT3,T,0,3,services,other,father,3,2,2,yes,yes,no,no,yes,yes,yes,yes,5,2,2,5,4,3,73,Florida,White,92,39,98,92.05,1,1,yes,no,2,medium
F,17,U,GT3,T,3,0,services,services,father,1,4,4,no,yes,no,yes,no,no,yes,yes,3,1,2,5,4,4,21,Florida,White,85,29,67,72.68,3,0,no,yes,4,medium
F,16,R,GT3,T,3,1,teacher,teacher,mother,4,2,4,yes,yes,no,no,no,yes,no,yes,5,5,5,2,1,3,41,California,Hispanic,21,43,5,90.68,2,1,yes,no,1,medium
M,17,U,LE3,T,2,4,at_home,teacher,mother,2,2,4,yes,no,yes,no,yes,no,no,yes,2,4,1,3,5,3,71,Florida,Hispanic,46,81,43,82.82,3,1,no,no,4,high
M,17,U,LE3,T,3,4,other,health,other,3,4,4,yes,no,yes,yes,no,no,yes,yes,3,4,1,1,5,3,76,Florida,Asian,44,100,69,97.91,2,0,no,yes,0,medium
F,19,U,LE3,T,4,2,other,health,other,2,2,4,no,yes,yes,yes,no,yes,yes,yes,3,4,2,2,5,2,92,California,Asian,87,82,91,96.36,2,1,no,yes,0,high
F,17,R,LE3,A,2,2,at_home,services,other,2,3,1,yes,no,no,yes,yes,no,no,no,2,1,4,3,1,4,73,Texas,Other,24,14,76,92.58,2,1,yes,no,2,medium
M,18,U,GT3,A,2,3,other,at_home,mother,1,2,2,no,yes,yes,yes,yes,yes,no,yes,5,2,1,5,4,4,29,Texas,Other,19,48,70,91.99,0,0,yes,no,2,high
F,17,U,LE3,T,3,3,other,services,mother,2,4,3,yes,yes,no,yes,yes,no,no,yes,1,5,1,4,2,5,69,California,Other,29,86,37,96.54,0,0,yes,yes,2,medium
F,16,R,LE3,T,1,4,services,other,mother,2,4,2,no,no,no,yes,yes,no,no,yes,3,5,5,3,1,2,28,California,Asian,50,42,95,93.87,1,0,yes,yes,0,medium
F,17,U,LE3,T,3,0,other,teacher,father,3,3,1,yes,no,no,no,yes,no,yes,no,3,5,5,5,2,4,37,Florida,African American,70,5,62,98.87,0,1,no,yes,4,low
F,15,R,LE3,A,2,3,teacher,services,mother,3,3,4,yes,yes,yes,yes,no,no,no,no,4,5,5,3,2,5,4,Texas,Asian,2,49,100,95.9,3,1,no,no,2,high
M,16,R,GT3,T,1,4,teacher,teacher,father,2,4,4,yes,yes,no,no,no,no,yes,no,3,5,2,1,1,1,10,California,Other,69,45,85,79.88,1,0,yes,yes,3,medium
F,15,U,LE3,A,0,4,teacher,teacher,other,3,4,2,yes,yes,no,no,no,no,yes,yes,4,3,4,5,4,2,83,California,African American,79,39,98,90.94,2,0,yes,no,0,low
F,16,R,GT3,A,0,4,other,health,other,3,4,2,no,no,yes,no,no,yes,no,no,2,4,3,2,3,3,62,Texas,Other,76,29,39,95.98,0,1,no,yes,4,low
F,18,R,LE3,T,2,2,other,teacher,father,3,3,2,yes,no,no,yes,yes,no,no,no,1,3,3,1,5,3,78,Florida,African American,6,73,53,94.3,1,1,yes,no,0,medium
F,18,R,GT3,T,3,4,services,services,mother,3,2,3,yes,no,yes,yes,no,yes,yes,no,2,1,5,1,5,3,58,California,White,28,29,18,88.68,2,0,yes,yes,3,low
F,18,U,LE3,A,1,0,teacher,teacher,father,4,3,4,no,no,no,yes,no,yes,yes,yes,4,5,2,1,2,3,37,California,Asian,54,0,23,85.11,1,0,no,no,3,low
M,15,R,LE3,A,4,4,health,other,father,3,3,1,yes,yes,no,no,no,yes,yes,no,2,1,4,3,3,2,32,Florida,White,74,28,96,72.5,3,0,yes,no,4,medium
M,19,R,LE3,A,1,2,health,teacher,other,1,3,2,yes,yes,yes,no,no,yes,no,no,4,4,1,1,2,3,54,Texas,Hispanic,1,88,0,79.61,1,1,no,no,1,low
F,16,U,LE3,T,0,1,services,at_home,mother,4,2,2,yes,yes,yes,no,no,no,yes,no,4,1,3,1,5,2,58,Florida,White,87,94,52,88.16,1,1,yes,no,2,low
M,18,U,LE3,A,0,2,health,other,other,2,1,4,yes,yes,no,no,yes,no,no,no,1,5,5,4,3,4,43,Texas,White,25,14,83,87.34,3,1,yes,yes,3,medium
F,16,U,GT3,A,0,3,services,other,father,1,1,3,no,no,yes,yes,yes,yes,yes,yes,5,5,1,1,1,1,47,Texas,Hispanic,44,16,6,92.49,0,1,no,no,1,low
F,15,R,LE3,A,3,4,at_home,at_home,other,2,1,3,yes,no,yes,yes,no,yes,no,yes,2,1,1,3,2,2,54,Texas,Asian,53,7,46,96.28,3,0,no,yes,2,low
F,19,U,GT3,T,3,3,at_home,teacher,mother,1,1,4,no,no,no,yes,no,yes,yes,no,3,1,2,1,3,3,41,California,Other,37,73,42,86.85,0,1,no,no,1,medium
M,15,R,LE3,T,3,2,services,at_home,father,1,2,3,yes,yes,no,no,no,yes,no,no,3,4,1,1,3,5,1,Florida,Asian,8,45,1,89.28,3,0,no,no,3,medium
M,16,R,GT3,T,3,1,health,at_home,father,2,4,4,no,yes,no,no,no,no,no,yes,1,2,1,5,3,4,40,Florida,Other,99,56,37,82.78,1,1,no,no,4,high
F,19,R,LE3,T,1,3,other,teacher,mother,2,4,4,no,yes,no,no,yes,yes,yes,no,2,4,1,3,4,1,49,Florida,Hispanic,69,78,31,71.76,1,1,no,yes,3,low
M,19,U,GT3,A,0,2,other,other,father,2,4,4,yes,no,no,no,yes,yes,yes,yes,4,4,3,5,2,4,70,California,African American,53,27,68,79.81,1,1,no,yes,3,low
M,15,U,GT3,T,3,2,services,other,other,4,1,1,no,no,yes,yes,yes,no,yes,yes,2,1,1,1,1,3,89,California,Hispanic,46,89,39,86.19,3,1,yes,yes,2,high
M,18,R,GT3,A,3,1,services,teacher,mother,4,2,1,no,no,no,yes,no,yes,yes,no,1,2,2,5,1,4,58,California,Asian,93,83,40,84.79,1,0,yes,yes,0,high
F,16,U,LE3,T,1,1,services,teacher,other,3,2,2,yes,no,yes,yes,yes,yes,no,yes,1,1,2,4,1,1,56,Florida,African American,77,76,1,86.9,1,1,yes,no,4,high
F,17,U,LE3,A,3,3,health,at_home,father,1,1,2,no,yes,no,no,yes,no,yes,yes,4,4,1,2,2,2,39,Texas,Hispanic,47,30,42,88.76,3,1,yes,yes,2,low
F,17,U,GT3,A,3,0,at_home,other,other,3,2,4,yes,yes,yes,no,no,no,no,yes,1,5,1,2,2,2,59,California,Asian,77,50,2,72.07,3,1,no,yes,3,low
F,15,R,GT3,T,2,4,other,services,father,1,4,1,yes,yes,no,no,no,yes,no,no,5,5,5,2,1,4,14,Texas,African American,77,77,77,70.37,0,0,yes,no,4,high
F,16,R,GT3,T,1,2,services,at_home,father,4,1,2,no,no,no,no,no,yes,yes,no,1,5,1,3,3,2,93,Texas,Asian,23,28,85,76.84,3,1,no,yes,0,high
M,16,U,GT3,A,1,1,other,other,father,1,4,2,yes,no,no,yes,yes,no,yes,no,3,3,3,4,2,5,65,California,Hispanic,81,77,70,86.14,1,0,yes,no,4,high
M,15,U,GT3,T,4,1,at_home,services,father,3,4,3,yes,yes,no,no,no,no,yes,no,3,3,5,4,4,4,38,Texas,White,1,13,96,80.21,3,1,no,yes,3,medium
F,16,U,GT3,T,4,1,teacher,health,mother,2,2,4,no,no,yes,yes,no,no,yes,yes,4,3,2,1,5,3,89,Florida,White,95,83,35,87.45,3,1,no,yes,4,low
M,18,U,GT3,T,2,4,other,services,mother,2,2,4,no,yes,yes,yes,no,no,no,yes,2,1,5,2,2,1,46,California,Hispanic,89,40,14,89.14,3,0,no,no,3,medium
M,15,U,LE3,A,4,3,services,health,mother,3,4,1,no,yes,no,yes,yes,no,yes,yes,5,4,3,4,1,5,20,Florida,Other,30,34,81,75.24,3,0,no,yes,4,low
M,18,R,LE3,A,2,4,at_home,health,father,3,4,1,no,no,yes,yes,yes,yes,yes,no,5,3,4,3,4,4,13,Florida,Asian,20,4,96,87.61,1,1,no,no,4,low
M,16,U,GT3,T,4,1,other,services,other,1,2,1,yes,no,no,yes,yes,no,yes,no,4,4,3,3,2,1,78,Florida,Hispanic,92,63,71,99.88,3,0,yes,yes,4,low
F,15,R,GT3,A,0,3,at_home,other,mother,1,4,1,yes,yes,yes,no,no,yes,no,no,3,3,5,2,3,1,21,Texas,White,77,78,14,98.87,3,0,no,no,0,medium
F,16,R,LE3,A,2,3,services,teacher,other,3,4,3,no,yes,no,yes,yes,no,no,no,1,5,2,2,2,1,72,Texas,Asian,63,55,94,80.6,3,1,yes,no,3,low
M,15,R,GT3,A,4,4,health,services,mother,2,4,1,yes,no,no,yes,yes,no,yes,no,3,4,4,3,4,5,73,Florida,Other,48,76,27,76.11,3,1,no,no,3,medium
M,16,U,LE3,T,1,2,health,other,mother,2,3,2,yes,no,yes,no,no,no,yes,no,4,4,1,3,1,3,15,Texas,White,46,0,51,97.19,1,0,yes,no,0,high
F,18,U,GT3,T,4,0,at_home,health,mother,2,1,4,yes,yes,yes,no,no,yes,yes,no,2,3,1,4,5,4,93,Florida,African American,0,6,69,92.55,1,1,no,yes,3,high
F,18,U,GT3,A,3,0,teacher,services,mother,1,4,2,yes,yes,yes,no,yes,yes,no,no,2,4,1,3,5,2,74,Florida,Other,33,11,43,77.1,2,1,no,yes,0,high
F,16,U,GT3,T,3,1,other,at_home,other,1,1,4,yes,yes,yes,no,no,yes,no,no,5,1,3,1,5,2,33,Texas,Asian,31,95,35,79.95,3,0,no,yes,4,medium
M,15,U,GT3,A,0,4,at_home,at_home,father,1,1,2,no,no,yes,no,no,yes,yes,no,5,3,3,5,1,5,71,Texas,White,62,20,47,82.93,3,0,yes,yes,0,high
F,17,U,LE3,T,2,4,teacher,at_home,father,3,1,4,no,no,yes,no,yes,no,yes,no,4,1,4,4,3,4,5,Texas,Asian,62,75,8,81.72,1,1,no,no,1,high
F,18,R,LE3,T,1,3,at_home,other,father,3,3,4,yes,yes,yes,no,yes,no,yes,yes,1,1,1,5,1,5,32,California,White,51,35,54,88.45,2,1,no,no,3,high
M,18,R,LE3,T,0,3,at_home,services,mother,3,3,2,no,no,yes,yes,no,yes,no,yes,3,4,4,1,2,5,74,Florida,White,38,32,38,91.71,2,0,yes,no,0,high
M,17,U,GT3,T,1,2,other,health,father,1,2,4,no,yes,no,no,no,no,yes,yes,1,5,4,2,3,4,80,Florida,African American,75,3,54,96.99,1,1,no,yes,4,low
F,16,R,GT3,A,4,3,health,at_home,other,2,3,4,yes,yes,yes,no,yes,yes,yes,yes,3,2,3,3,4,3,50,Florida,African American,47,50,67,75.29,3,1,no,no,1,high
M,15,R,GT3,T,4,3,other,other,father,3,2,1,yes,no,yes,no,yes,yes,no,yes,1,3,5,1,5,3,69,California,White,2,48,57,80.97,1,0,no,yes,1,medium
M,16,R,LE3,T,1,3,services,other,mother,1,2,4,yes,no,no,no,no,no,yes,yes,4,3,3,5,1,1,42,California,African American,13,72,38,92.49,2,1,yes,no,0,low
F,19,R,LE3,A,1,0,services,at_home,mother,3,4,4,yes,no,no,no,yes,no,yes,yes,1,4,5,1,5,5,41,Texas,African American,85,38,56,90.88,3,0,no,yes,4,high
F,18,R,LE3,T,0,3,services,teacher,other,1,3,1,yes,no,yes,no,yes,no,no,yes,3,2,5,3,2,4,80,California,Other,25,70,80,96.96,1,1,no,yes,0,low
M,19,R,LE3,A,4,2,at_home,health,father,4,2,4,no,no,yes,yes,yes,no,yes,no,1,2,3,1,1,3,63,Texas,African American,34,17,80,91.28,2,0,no,no,4,low
F,18,U,LE3,T,4,3,services,services,father,1,2,1,no,yes,no,no,no,no,no,yes,4,2,5,4,5,1,41,Florida,Other,86,58,18,73.46,2,0,yes,no,1,medium
M,18,U,GT3,T,1,1,at_home,teacher,other,3,1,2,no,no,yes,no,yes,no,no,yes,2,1,4,2,3,5,53,California,Hispanic,3,22,15,91.59,3,0,no,yes,1,medium
M,19,U,LE3,A,2,4,other,at_home,other,2,3,2,yes,no,no,yes,yes,yes,no,no,1,3,4,1,1,3,14,Florida,Other,44,99,84,70.89,0,0,yes,no,3,high
F,19,U,GT3,A,0,3,teacher,other,other,3,3,4,yes,yes,yes,yes,yes,no,no,no,3,1,2,1,3,5,62,Florida,Other,25,19,95,86.85,1,0,yes,no,4,low
M,16,U,LE3,T,3,2,teacher,services,other,1,1,1,yes,yes,yes,yes,no,no,yes,yes,5,4,4,2,5,3,43,California,White,100,30,26,90.1,2,1,no,no,4,medium
M,19,U,GT3,A,2,2,other,at_home,father,4,1,4,yes,no,no,no,yes,yes,no,yes,4,5,3,5,5,2,58,California,Hispanic,52,88,20,94.76,2,1,yes,no,3,low
F,16,R,LE3,T,0,2,other,teacher,father,1,4,4,yes,no,yes,yes,no,yes,no,no,2,1,4,5,1,3,65,California,Hispanic,63,99,76,88.02,1,1,yes,no,4,high
M,16,U,GT3,T,2,1,at_home,teacher,mother,2,1,4,no,yes,no,yes,no,no,no,yes,5,2,4,2,3,5,43,California,Asian,25,66,100,89.05,2,1,no,yes,1,low
M,16,U,GT3,A,4,4,health,health,father,3,1,1,no,yes,yes,no,no,no,yes,no,5,2,5,3,1,5,72,California,Hispanic,89,52,16,74.56,3,1,no,no,0,medium
M,18,U,LE3,A,4,1,services,other,father,2,3,4,no,yes,yes,no,no,no,yes,yes,2,5,1,1,1,5,83,Texas,Asian,93,53,21,71.87,1,1,yes,no,3,high
